SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
24.6,6.0,373570.0,23.0,21.0,b'ack',55.0,b'-------',7.0,10916.0,16091.0,885005.0,b'Router',b'Switch1',34.29285,34.29285,34.302853,0.0,328.19309,18050.6,55.0,0.00844,0.0,34.282846,34.312856,1.030048,50.059112,b'Normal'
16.2,24.58,22804.0,23.0,24.0,b'cbr',1500.0,b'-------',37.0,872.0,9108.0,13662000.0,b'router',b'server1',22.233469,22.235389,22.245509,0.00192,1016.430848,1524650.0,1500.0,0.130291,0.03408,22.211429,22.245509,1.0,9.960767,b'UDP-Flood'
10.1,24.3,590489.0,23.0,24.0,b'cbr',1000.0,b'-------',31.0,3713.0,6250.0,6250000.0,b'Router',b'server1',54.72416,54.72424,54.73432,8e-05,124.944225,124944.0,1000.0,0.059605,8e-05,54.704,54.73432,25.0,75.02232,b'Normal'
8.0,24.8,534400.0,23.0,24.0,b'tcp',1540.0,b'-------',9.0,14971.0,16088.0,24775500.0,b'Router',b'server1',46.639187,46.639311,46.649434,0.000124,328.11323,505294.0,1540.0,0.236278,0.000124,46.618941,46.649434,1.0,50.031854,b'Normal'
24.14,14.0,100938.0,22.0,14.0,b'ack',55.0,b'-------',15.0,3145.0,16103.0,885665.0,b'Switch2',b'clien-14',10.74001,10.74001,10.750013,0.0,328.432001,18063.8,55.0,0.008446,0.0,10.720003,10.750013,1.030038,50.059974,b'Normal'
24.2,18.0,39858.0,22.0,18.0,b'ping',64.0,b'-------',0.0,-1.0,210.0,13440.0,b'switch2',b'client-18',38.154866,38.154866,38.164871,0.0,23.255775,1488.37,64.0,0.000128,0.030015,38.134856,38.164871,0.134856,9.164871,b'Normal'
6.0,24.6,558197.0,23.0,24.0,b'tcp',1540.0,b'-------',7.0,15580.0,16091.0,24780100.0,b'Router',b'server1',48.463312,48.463851,48.473974,0.000539,328.192835,505416.0,1540.0,0.236321,0.000539,48.443066,48.473974,1.0,50.029102,b'Normal'
18.1,24.38,537181.0,23.0,24.0,b'cbr',1000.0,b'-------',39.0,2729.0,6250.0,6250000.0,b'Router',b'server1',46.8528,46.853563,46.863643,0.000763,124.941028,124941.0,1000.0,0.059605,0.001403,46.832,46.863643,25.0,75.0236,b'Normal'
12.0,24.12,500196.0,12.0,22.0,b'tcp',1540.0,b'-------',13.0,14125.0,16103.0,24798600.0,b'clien-12',b'Switch2',43.995758,43.995758,44.005881,0.0,328.491489,505876.0,1540.0,0.236498,0.0,43.995758,44.026127,1.0,50.021057,b'Normal'
13.2,24.55,43356.0,22.0,23.0,b'cbr',692.0,b'-------',34.0,1661.0,9108.0,6302740.0,b'switch2',b'router',41.385513,41.388633,41.398688,0.00312,1016.443439,703379.0,692.0,0.060108,0.037228,41.374857,41.412085,1.0,9.960656,b'UDP-Flood'
0.0,24.0,74694.0,0.0,21.0,b'tcp',1540.0,b'-------',1.0,2336.0,16091.0,24780100.0,b'clien-0',b'Switch1',8.246376,8.246376,8.256499,0.0,328.316229,505606.0,1540.0,0.236321,0.0,8.246376,8.276746,1.0,50.010675,b'Normal'
14.0,24.14,85247.0,23.0,24.0,b'tcp',1540.0,b'-------',15.0,2669.0,16103.0,24798600.0,b'Router',b'server1',9.261642,9.261642,9.271765,0.0,328.431807,505785.0,1540.0,0.236498,0.0,9.241395,9.271765,1.0,50.029965,b'Normal'
24.6,6.0,141265.0,23.0,21.0,b'ack',55.0,b'-------',7.0,4400.0,16091.0,885005.0,b'Router',b'Switch1',14.525105,14.525105,14.535108,0.0,328.19309,18050.6,55.0,0.00844,0.0,14.515101,14.545111,1.030048,50.059112,b'Normal'
14.0,24.14,488026.0,23.0,24.0,b'tcp',1540.0,b'-------',15.0,13816.0,16103.0,24798600.0,b'Router',b'server1',43.083518,43.083518,43.093642,0.0,328.431807,505785.0,1540.0,0.236498,0.0,43.063272,43.093642,1.0,50.029965,b'Normal'
0.0,24.0,400393.0,21.0,23.0,b'tcp',1540.0,b'-------',1.0,11607.0,16091.0,24780100.0,b'Switch1',b'Router',36.349826,36.349826,36.359949,0.0,328.316229,505606.0,1540.0,0.236321,0.000124,36.339703,36.370196,1.0,50.010675,b'Normal'
4.0,24.4,169290.0,23.0,24.0,b'tcp',1540.0,b'-------',5.0,5284.0,16091.0,24780100.0,b'Router',b'server1',17.175305,17.175305,17.185428,0.0,328.217832,505455.0,1540.0,0.236321,0.0,17.155059,17.185428,1.0,50.025368,b'Normal'
17.1,24.37,603008.0,22.0,23.0,b'cbr',1000.0,b'-------',38.0,4333.0,6250.0,6250000.0,b'Switch2',b'Router',59.67408,59.67464,59.68472,0.00056,124.941427,124941.0,1000.0,0.059605,0.0012,59.664,59.69544,25.0,75.02344,b'Normal'
24.2,2.0,540582.0,23.0,21.0,b'ack',55.0,b'-------',3.0,15129.0,16091.0,885005.0,b'Router',b'Switch1',47.103765,47.103765,47.113768,0.0,328.26412,18054.5,55.0,0.00844,0.0,47.093762,47.123771,1.030022,50.048477,b'Normal'
14.0,24.14,388949.0,23.0,24.0,b'tcp',1540.0,b'-------',15.0,11319.0,16103.0,24798600.0,b'Router',b'server1',35.482978,35.482978,35.493101,0.0,328.431807,505785.0,1540.0,0.236498,0.0,35.462731,35.493101,1.0,50.029965,b'Normal'
0.2,24.42,24304.0,21.0,23.0,b'cbr',1500.0,b'-------',21.0,934.0,9108.0,13662000.0,b'switch1',b'router',23.684886,23.686806,23.696926,0.00192,1016.54917,1524820.0,1500.0,0.130291,0.03516,23.674286,23.709446,1.0,9.959724,b'UDP-Flood'
24.0,0.0,465875.0,21.0,0.0,b'ack',55.0,b'-------',1.0,13246.0,16091.0,885005.0,b'Switch1',b'clien-0',41.382315,41.382315,41.392318,0.0,328.316229,18057.4,55.0,0.00844,0.0,41.362309,41.392318,1.03001,50.040685,b'Normal'
6.0,24.6,235212.0,6.0,21.0,b'tcp',1540.0,b'-------',7.0,7335.0,16091.0,24780100.0,b'clien-6',b'Switch1',23.359533,23.359533,23.369656,0.0,328.192835,505416.0,1540.0,0.236321,0.0,23.359533,23.389902,1.0,50.029102,b'Normal'
14.0,24.14,313036.0,14.0,22.0,b'tcp',1540.0,b'-------',15.0,9405.0,16103.0,24798600.0,b'clien-14',b'Switch2',29.638683,29.638683,29.648806,0.0,328.431807,505785.0,1540.0,0.236498,0.0,29.638683,29.669053,1.0,50.029965,b'Normal'
7.0,24.7,316428.0,23.0,24.0,b'tcp',1540.0,b'-------',8.0,9486.0,16090.0,24778600.0,b'Router',b'server1',29.918242,29.919288,29.929411,0.001046,328.167486,505378.0,1540.0,0.236307,0.001599,29.897442,29.929411,1.0,50.029842,b'Normal'
24.4,4.0,532279.0,23.0,21.0,b'ack',55.0,b'-------',5.0,14919.0,16091.0,885005.0,b'Router',b'Switch1',46.466107,46.466107,46.476111,0.0,328.218006,18052.0,55.0,0.00844,0.0,46.456104,46.486114,1.030035,50.055377,b'Normal'
24.2,2.0,389246.0,24.0,23.0,b'ack',55.0,b'-------',3.0,11313.0,16091.0,885005.0,b'server1',b'Router',35.484726,35.484726,35.49473,0.0,328.26412,18054.5,55.0,0.00844,0.0,35.484726,35.514736,1.030022,50.048477,b'Normal'
8.0,24.8,274350.0,8.0,21.0,b'tcp',1540.0,b'-------',9.0,8426.0,16088.0,24775500.0,b'clien-8',b'Switch1',26.670856,26.670856,26.680979,0.0,328.11323,505294.0,1540.0,0.236278,0.0,26.670856,26.701226,1.0,50.031854,b'Normal'
0.2,24.42,7341.0,21.0,23.0,b'cbr',1500.0,b'-------',21.0,285.0,9108.0,13662000.0,b'switch1',b'router',7.885909,7.887349,7.897469,0.00144,1016.54917,1524820.0,1500.0,0.130291,0.03396,7.875429,7.909389,1.0,9.959724,b'UDP-Flood'
5.0,24.5,529534.0,5.0,21.0,b'tcp',1540.0,b'-------',6.0,14861.0,16091.0,24780100.0,b'clien-5',b'Switch1',46.246938,46.246938,46.257061,0.0,328.204637,505434.0,1540.0,0.236321,0.0,46.246938,46.277307,1.0,50.027339,b'Normal'
2.1,24.22,627298.0,23.0,24.0,b'cbr',1000.0,b'-------',23.0,5541.0,6250.0,6250000.0,b'Router',b'server1',69.34832,69.34848,69.35856,0.00016,124.943625,124944.0,1000.0,0.059605,0.00032,69.328,69.35856,25.0,75.02256,b'Normal'
24.15,15.0,225884.0,23.0,22.0,b'ack',55.0,b'-------',16.0,7032.0,16092.0,885060.0,b'Router',b'Switch2',22.490768,22.490768,22.500771,0.0,328.206042,18051.3,55.0,0.008441,0.0,22.480765,22.510774,1.030045,50.060221,b'Normal'
17.1,24.37,294691.0,17.0,22.0,b'cbr',1000.0,b'-------',38.0,404.0,6250.0,6250000.0,b'clien-17',b'Switch2',28.232,28.232,28.24208,0.0,124.941427,124941.0,1000.0,0.059605,0.001227,28.232,28.263467,25.0,75.02344,b'Normal'
24.1,10.0,255338.0,23.0,22.0,b'ack',55.0,b'-------',11.0,7949.0,16103.0,885665.0,b'Router',b'Switch2',25.219648,25.219648,25.229651,0.0,328.561918,18070.9,55.0,0.008446,0.0,25.209645,25.239654,1.030013,50.040562,b'Normal'
24.7,7.0,295869.0,23.0,21.0,b'ack',55.0,b'-------',8.0,8960.0,16090.0,884950.0,b'Router',b'Switch1',28.33228,28.33228,28.342283,0.0,328.167767,18049.2,55.0,0.00844,0.0,28.322277,28.352286,1.030051,50.059851,b'Normal'
5.1,24.25,594955.0,21.0,23.0,b'cbr',1000.0,b'-------',26.0,3935.0,6250.0,6250000.0,b'Switch1',b'Router',56.49008,56.49048,56.50056,0.0004,124.942427,124942.0,1000.0,0.059605,0.0008,56.48,56.51104,25.0,75.02304,b'Normal'
24.1,10.0,399734.0,22.0,10.0,b'ack',55.0,b'-------',11.0,11583.0,16103.0,885665.0,b'Switch2',b'clien-10',36.309263,36.309263,36.319266,0.0,328.561918,18070.9,55.0,0.008446,0.0,36.289257,36.319266,1.030013,50.040562,b'Normal'
17.1,24.37,261987.0,17.0,22.0,b'cbr',1000.0,b'-------',38.0,90.0,6250.0,6250000.0,b'clien-17',b'Switch2',25.72,25.72,25.73008,0.0,124.941427,124941.0,1000.0,0.059605,0.001261,25.72,25.751501,25.0,75.02344,b'Normal'
12.0,24.12,297863.0,22.0,23.0,b'tcp',1540.0,b'-------',13.0,9027.0,16103.0,24798600.0,b'Switch2',b'Router',28.484768,28.484768,28.494891,0.0,328.491489,505876.0,1540.0,0.236498,0.000247,28.474645,28.505261,1.0,50.021057,b'Normal'
9.0,24.9,430000.0,9.0,21.0,b'tcp',1540.0,b'-------',10.0,12346.0,16085.0,24770900.0,b'clien-9',b'Switch1',38.61073,38.61073,38.620853,0.0,328.063862,505218.0,1540.0,0.236234,0.000722,38.61073,38.641821,1.0,50.030088,b'Normal'
24.6,6.0,528803.0,24.0,23.0,b'ack',55.0,b'-------',7.0,14828.0,16091.0,885005.0,b'server1',b'Router',46.189984,46.189984,46.199987,0.0,328.19309,18050.6,55.0,0.00844,0.0,46.189984,46.219994,1.030048,50.059112,b'Normal'
11.0,24.11,320429.0,22.0,23.0,b'tcp',1540.0,b'-------',12.0,9591.0,16103.0,24798600.0,b'Switch2',b'Router',30.214139,30.214139,30.224262,0.0,328.522879,505925.0,1540.0,0.236498,0.000265,30.204016,30.23465,1.0,50.016373,b'Normal'
24.9,9.0,233219.0,23.0,21.0,b'ack',55.0,b'-------',10.0,7268.0,16085.0,884675.0,b'Router',b'Switch1',23.179526,23.179526,23.189529,0.0,328.064183,18043.5,55.0,0.008437,0.0,23.169523,23.199532,1.030058,50.060098,b'Normal'
24.8,8.0,65220.0,24.0,23.0,b'ack',55.0,b'-------',9.0,2028.0,16088.0,884840.0,b'server1',b'Router',7.34887,7.34887,7.358874,0.0,328.113525,18046.2,55.0,0.008438,0.0,7.34887,7.37888,1.030054,50.061864,b'Normal'
14.0,24.14,369890.0,14.0,22.0,b'tcp',1540.0,b'-------',15.0,10842.0,16103.0,24798600.0,b'clien-14',b'Switch2',34.000248,34.000248,34.010371,0.0,328.431807,505785.0,1540.0,0.236498,0.0016,34.000248,34.032218,1.0,50.029965,b'Normal'
24.6,6.0,99581.0,23.0,21.0,b'ack',55.0,b'-------',7.0,3098.0,16091.0,885005.0,b'Router',b'Switch1',10.599885,10.599885,10.609888,0.0,328.19309,18050.6,55.0,0.00844,0.0,10.589882,10.619891,1.030048,50.059112,b'Normal'
13.0,24.13,115982.0,13.0,22.0,b'tcp',1540.0,b'-------',14.0,3624.0,16103.0,24798600.0,b'clien-13',b'Switch2',12.136147,12.136147,12.14627,0.0,328.460131,505828.0,1540.0,0.236498,0.0,12.136147,12.166517,1.0,50.025737,b'Normal'
1.1,24.21,339020.0,21.0,23.0,b'cbr',1000.0,b'-------',22.0,829.0,6250.0,6250000.0,b'Switch1',b'Router',31.64208,31.642189,31.652269,0.000109,124.944025,124944.0,1000.0,0.059605,0.000312,31.632,31.662552,25.0,75.0224,b'Normal'
24.9,9.0,196471.0,24.0,23.0,b'ack',55.0,b'-------',10.0,6117.0,16085.0,884675.0,b'server1',b'Router',19.714662,19.714662,19.724666,0.0,328.064183,18043.5,55.0,0.008437,0.0,19.714662,19.744672,1.030058,50.060098,b'Normal'
6.0,24.6,529956.0,6.0,21.0,b'tcp',1540.0,b'-------',7.0,14864.0,16091.0,24780100.0,b'clien-6',b'Switch1',46.279589,46.279589,46.289712,0.0,328.192835,505416.0,1540.0,0.236321,0.0,46.279589,46.309958,1.0,50.029102,b'Normal'
24.14,14.0,578698.0,22.0,14.0,b'ack',55.0,b'-------',15.0,16091.0,16103.0,885665.0,b'Switch2',b'clien-14',50.04599,50.04599,50.055993,0.0,328.432001,18063.8,55.0,0.008446,0.0,50.025984,50.055993,1.030038,50.059974,b'Normal'
8.2,24.5,45970.0,8.0,21.0,b'cbr',1500.0,b'-------',29.0,1758.0,9108.0,13662000.0,b'client-8',b'switch1',43.861714,43.861714,43.871834,0.0,1016.516723,1524780.0,1500.0,0.130291,0.03108,43.861714,43.892794,1.0,9.96001,b'UDP-Flood'
24.2,2.0,93674.0,23.0,21.0,b'ack',55.0,b'-------',3.0,2912.0,16091.0,885005.0,b'Router',b'Switch1',10.043166,10.043166,10.05317,0.0,328.26412,18054.5,55.0,0.00844,0.0,10.033163,10.063173,1.030022,50.048477,b'Normal'
2.0,24.2,56245.0,23.0,24.0,b'tcp',1540.0,b'-------',3.0,1761.0,16091.0,24780100.0,b'Router',b'server1',6.523387,6.523387,6.53351,0.0,328.26404,505526.0,1540.0,0.236321,0.0,6.503141,6.53351,1.0,50.018467,b'Normal'
15.0,24.15,265184.0,15.0,22.0,b'tcp',1540.0,b'-------',16.0,8197.0,16092.0,24781700.0,b'clien-15',b'Switch2',25.967278,25.967278,25.977402,0.0,328.205808,505437.0,1540.0,0.236337,0.0,25.967278,25.997648,1.0,50.030211,b'Normal'
10.0,24.1,344150.0,23.0,24.0,b'tcp',1540.0,b'-------',11.0,10201.0,16103.0,24798600.0,b'Router',b'server1',32.045003,32.045887,32.05601,0.000884,328.561898,505985.0,1540.0,0.236498,0.001274,32.024367,32.05601,1.0,50.010552,b'Normal'
19.2,24.61,48217.0,19.0,22.0,b'cbr',692.0,b'-------',40.0,1847.0,9108.0,6302740.0,b'client-19',b'switch2',45.909714,45.910314,45.92037,0.0006,1016.418257,703362.0,692.0,0.060108,0.037449,45.909714,45.947163,1.0,9.960878,b'UDP-Flood'
14.0,24.14,185764.0,23.0,24.0,b'tcp',1540.0,b'-------',15.0,5791.0,16103.0,24798600.0,b'Router',b'server1',18.723805,18.723805,18.733928,0.0,328.431807,505785.0,1540.0,0.236498,0.0,18.703558,18.733928,1.0,50.029965,b'Normal'
15.2,24.57,18162.0,23.0,24.0,b'cbr',1192.0,b'-------',36.0,664.0,8655.0,10316800.0,b'router',b'server1',17.974898,17.976073,17.986168,0.001175,962.684973,1147520.0,1192.0,0.098389,0.033597,17.952571,17.986168,1.0,9.99048,b'UDP-Flood'
24.0,0.0,75643.0,23.0,21.0,b'ack',55.0,b'-------',1.0,2352.0,16091.0,885005.0,b'Router',b'Switch1',8.346142,8.346142,8.356146,0.0,328.316229,18057.4,55.0,0.00844,0.0,8.336139,8.366149,1.03001,50.040685,b'Normal'
11.1,24.31,572438.0,22.0,23.0,b'cbr',1000.0,b'-------',32.0,3067.0,6250.0,6250000.0,b'Switch2',b'Router',49.54608,49.54616,49.55624,8e-05,124.943825,124944.0,1000.0,0.059605,0.000258,49.536,49.566498,25.0,75.02248,b'Normal'
25.0,20.0,77334.0,25.0,23.0,b'tcp',576.0,b'-------',0.0,1117561.0,7110.0,4092144.0,b'webcache',b'router',73.34552,73.370079,73.409295,0.024559,95.145988,54761.052361,575.547679,0.039026,0.113037,73.34552,73.458557,1.27255,75.999821,b'Normal'
3.1,24.23,494290.0,3.0,21.0,b'cbr',1000.0,b'-------',24.0,2318.0,6250.0,6250000.0,b'clien-3',b'Switch1',43.544,43.544,43.55408,0.0,124.943226,124943.0,1000.0,0.059605,0.000672,43.544,43.574912,25.0,75.02272,b'Normal'
11.1,24.31,385118.0,22.0,23.0,b'cbr',1000.0,b'-------',32.0,1271.0,6250.0,6250000.0,b'Switch2',b'Router',35.178116,35.178879,35.188959,0.000763,124.943825,124944.0,1000.0,0.059605,0.001642,35.168,35.199882,25.0,75.02248,b'Normal'
3.1,24.23,291760.0,21.0,23.0,b'cbr',1000.0,b'-------',24.0,376.0,6250.0,6250000.0,b'Switch1',b'Router',28.01808,28.01839,28.02847,0.00031,124.943226,124943.0,1000.0,0.059605,0.000674,28.008,28.038914,25.0,75.02272,b'Normal'
12.0,24.12,203831.0,22.0,23.0,b'tcp',1540.0,b'-------',13.0,6366.0,16103.0,24798600.0,b'Switch2',b'Router',20.416622,20.416622,20.426746,0.0,328.491489,505876.0,1540.0,0.236498,0.0,20.406499,20.436869,1.0,50.021057,b'Normal'
15.0,24.15,200562.0,22.0,23.0,b'tcp',1540.0,b'-------',16.0,6259.0,16092.0,24781700.0,b'Switch2',b'Router',20.107578,20.107578,20.117701,0.0,328.205808,505437.0,1540.0,0.236337,0.0,20.097454,20.127824,1.0,50.030211,b'Normal'
6.0,24.6,314040.0,21.0,23.0,b'tcp',1540.0,b'-------',7.0,9430.0,16091.0,24780100.0,b'Switch1',b'Router',29.723843,29.724358,29.734482,0.000515,328.192835,505416.0,1540.0,0.236321,0.001599,29.71372,29.74569,1.0,50.029102,b'Normal'
24.1,10.0,549686.0,23.0,22.0,b'ack',55.0,b'-------',11.0,15368.0,16103.0,885665.0,b'Router',b'Switch2',47.801992,47.801992,47.811995,0.0,328.561918,18070.9,55.0,0.008446,0.0,47.791989,47.821998,1.030013,50.040562,b'Normal'
10.0,24.1,127861.0,23.0,24.0,b'tcp',1540.0,b'-------',11.0,3991.0,16103.0,24798600.0,b'Router',b'server1',13.276987,13.276987,13.28711,0.0,328.561898,505985.0,1540.0,0.236498,0.0,13.256741,13.28711,1.0,50.010552,b'Normal'
24.6,6.0,491034.0,21.0,6.0,b'ack',55.0,b'-------',7.0,13871.0,16091.0,885005.0,b'Switch1',b'clien-6',43.31395,43.31395,43.323954,0.0,328.19309,18050.6,55.0,0.00844,0.0,43.293944,43.323954,1.030048,50.059112,b'Normal'
11.1,24.31,255103.0,23.0,24.0,b'cbr',1000.0,b'-------',32.0,24.0,6250.0,6250000.0,b'Router',b'server1',25.212246,25.212573,25.222653,0.000327,124.943825,124944.0,1000.0,0.059605,0.000413,25.192,25.222653,25.0,75.02248,b'Normal'
5.0,24.5,110142.0,5.0,21.0,b'tcp',1540.0,b'-------',6.0,3437.0,16091.0,24780100.0,b'clien-5',b'Switch1',11.583125,11.583125,11.593248,0.0,328.204637,505434.0,1540.0,0.236321,0.0,11.583125,11.613494,1.0,50.027339,b'Normal'
24.3,3.0,367022.0,21.0,3.0,b'ack',55.0,b'-------',4.0,10754.0,16091.0,885005.0,b'Switch1',b'clien-3',33.800665,33.800665,33.810668,0.0,328.241051,18053.3,55.0,0.00844,0.0,33.780658,33.810668,1.030029,50.051929,b'Normal'
15.1,24.35,325382.0,15.0,22.0,b'cbr',1000.0,b'-------',36.0,698.0,6250.0,6250000.0,b'clien-15',b'Switch2',30.584,30.584,30.59408,0.0,124.942227,124942.0,1000.0,0.059605,0.000849,30.584,30.615089,25.0,75.02312,b'Normal'
4.0,24.4,111594.0,4.0,21.0,b'tcp',1540.0,b'-------',5.0,3485.0,16091.0,24780100.0,b'clien-4',b'Switch1',11.721254,11.721254,11.731378,0.0,328.217832,505455.0,1540.0,0.236321,0.0,11.721254,11.751624,1.0,50.025368,b'Normal'
24.0,0.0,35576.0,23.0,21.0,b'ack',55.0,b'-------',1.0,1108.0,16091.0,885005.0,b'Router',b'Switch1',4.571328,4.571328,4.581331,0.0,328.316229,18057.4,55.0,0.00844,0.0,4.561325,4.591334,1.03001,50.040685,b'Normal'
6.1,24.26,286668.0,21.0,23.0,b'cbr',1000.0,b'-------',27.0,327.0,6250.0,6250000.0,b'Switch1',b'Router',27.626154,27.626917,27.636997,0.000763,124.942027,124942.0,1000.0,0.059605,0.00168,27.616,27.64792,25.0,75.0232,b'Normal'
3.0,24.3,190449.0,23.0,24.0,b'tcp',1540.0,b'-------',4.0,5944.0,16091.0,24780100.0,b'Router',b'server1',19.166956,19.166956,19.17708,0.0,328.240918,505490.0,1540.0,0.236321,0.0,19.14671,19.17708,1.0,50.02192,b'Normal'
7.2,24.49,18505.0,23.0,24.0,b'cbr',692.0,b'-------',28.0,747.0,9588.0,6634900.0,b'router',b'server1',18.265808,18.265873,18.275928,6.5e-05,1066.08599,737732.0,692.0,0.063275,0.031071,18.244857,18.275928,1.0,9.993646,b'UDP-Flood'
15.0,24.15,212121.0,15.0,22.0,b'tcp',1540.0,b'-------',16.0,6620.0,16092.0,24781700.0,b'clien-15',b'Switch2',21.184526,21.184526,21.19465,0.0,328.205808,505437.0,1540.0,0.236337,0.0,21.184526,21.214896,1.0,50.030211,b'Normal'
19.1,24.39,386587.0,19.0,22.0,b'cbr',1000.0,b'-------',40.0,1285.0,6250.0,6250000.0,b'clien-19',b'Switch2',35.28,35.28,35.29008,0.0,124.940628,124941.0,1000.0,0.059605,0.001522,35.28,35.311762,25.0,75.02376,b'Normal'
8.0,24.8,559063.0,8.0,21.0,b'tcp',1540.0,b'-------',9.0,15596.0,16088.0,24775500.0,b'clien-8',b'Switch1',48.510587,48.510587,48.52071,0.0,328.11323,505294.0,1540.0,0.236278,0.0,48.510587,48.540957,1.0,50.031854,b'Normal'
4.0,24.4,153919.0,23.0,24.0,b'tcp',1540.0,b'-------',5.0,4806.0,16091.0,24780100.0,b'Router',b'server1',15.727067,15.727067,15.73719,0.0,328.217832,505455.0,1540.0,0.236321,0.0,15.70682,15.73719,1.0,50.025368,b'Normal'
2.0,24.2,537352.0,21.0,23.0,b'tcp',1540.0,b'-------',3.0,15057.0,16091.0,24780100.0,b'Switch1',b'Router',46.856275,46.856275,46.866398,0.0,328.26404,505526.0,1540.0,0.236321,0.0,46.846152,46.876522,1.0,50.018467,b'Normal'
24.11,11.0,19941.0,24.0,23.0,b'ack',55.0,b'-------',12.0,615.0,16103.0,885665.0,b'server1',b'Router',3.087091,3.087091,3.097094,0.0,328.522947,18068.8,55.0,0.008446,0.0,3.087091,3.117101,1.030019,50.046382,b'Normal'
19.1,24.39,473148.0,19.0,22.0,b'cbr',1000.0,b'-------',40.0,2115.0,6250.0,6250000.0,b'clien-19',b'Switch2',41.92,41.92,41.93008,0.0,124.940628,124941.0,1000.0,0.059605,0.001526,41.92,41.951766,25.0,75.02376,b'Normal'
24.8,8.0,196444.0,21.0,8.0,b'ack',55.0,b'-------',9.0,6112.0,16088.0,884840.0,b'Switch1',b'clien-8',19.731336,19.731336,19.741339,0.0,328.113525,18046.2,55.0,0.008438,0.0,19.71133,19.741339,1.030054,50.061864,b'Normal'
24.2,2.0,14879.0,24.0,23.0,b'ack',55.0,b'-------',3.0,461.0,16091.0,885005.0,b'server1',b'Router',2.608616,2.608616,2.618619,0.0,328.26412,18054.5,55.0,0.00844,0.0,2.608616,2.638626,1.030022,50.048477,b'Normal'
24.3,3.0,313071.0,24.0,23.0,b'ack',55.0,b'-------',4.0,9392.0,16091.0,885005.0,b'server1',b'Router',29.640253,29.640253,29.650257,0.0,328.241051,18053.3,55.0,0.00844,0.0,29.640253,29.670263,1.030029,50.051929,b'Normal'
3.0,24.3,11589.0,23.0,24.0,b'tcp',1540.0,b'-------',4.0,368.0,16091.0,24780100.0,b'Router',b'server1',2.32173,2.32173,2.331853,0.0,328.240918,505490.0,1540.0,0.236321,0.0,2.301483,2.331853,1.0,50.02192,b'Normal'
15.0,24.15,260707.0,15.0,22.0,b'tcp',1540.0,b'-------',16.0,8087.0,16092.0,24781700.0,b'clien-15',b'Switch2',25.622618,25.622618,25.632741,0.0,328.205808,505437.0,1540.0,0.236337,0.0,25.622618,25.652987,1.0,50.030211,b'Normal'
24.15,15.0,335416.0,23.0,22.0,b'ack',55.0,b'-------',16.0,9954.0,16092.0,885060.0,b'Router',b'Switch2',31.363378,31.363378,31.373382,0.0,328.206042,18051.3,55.0,0.008441,0.0,31.353375,31.383385,1.030045,50.060221,b'Normal'
20.0,25.0,192017.0,20.0,21.0,b'tcp',55.0,b'-------',0.0,517.0,621.0,34155.0,b'http_client',b'Switch1',19.295343,19.295343,19.325983,0.0,8.323385,457.786,55.0,0.000326,0.0,19.295343,19.366627,1.201267,75.810335,b'Normal'
12.0,24.12,167913.0,12.0,22.0,b'tcp',1540.0,b'-------',13.0,5248.0,16103.0,24798600.0,b'clien-12',b'Switch2',17.025757,17.025757,17.03588,0.0,328.491489,505876.0,1540.0,0.236498,0.0,17.025757,17.056126,1.0,50.021057,b'Normal'
24.11,11.0,563596.0,24.0,23.0,b'ack',55.0,b'-------',12.0,15715.0,16103.0,885665.0,b'server1',b'Router',48.856938,48.856938,48.866941,0.0,328.522947,18068.8,55.0,0.008446,0.0,48.856938,48.886947,1.030019,50.046382,b'Normal'
4.1,24.24,583523.0,21.0,23.0,b'cbr',1000.0,b'-------',25.0,3367.0,6250.0,6250000.0,b'Switch1',b'Router',51.94608,51.9464,51.95648,0.00032,124.942826,124943.0,1000.0,0.059605,0.00064,51.936,51.96688,25.0,75.02288,b'Normal'
13.0,24.13,565320.0,13.0,22.0,b'tcp',1540.0,b'-------',14.0,15766.0,16103.0,24798600.0,b'clien-13',b'Switch2',48.990159,48.990159,49.000282,0.0,328.460131,505828.0,1540.0,0.236498,0.0,48.990159,49.020528,1.0,50.025737,b'Normal'
24.7,7.0,495071.0,24.0,23.0,b'ack',55.0,b'-------',8.0,13974.0,16090.0,884950.0,b'server1',b'Router',43.602413,43.602413,43.612416,0.0,328.167767,18049.2,55.0,0.00844,0.0,43.602413,43.632422,1.030051,50.059851,b'Normal'
24.2,2.0,195000.0,23.0,21.0,b'ack',55.0,b'-------',3.0,6073.0,16091.0,885005.0,b'Router',b'Switch1',19.58345,19.58345,19.593453,0.0,328.26412,18054.5,55.0,0.00844,0.0,19.573446,19.603456,1.030022,50.048477,b'Normal'
